ENSG	ENST	CDS_LENGTH	ID	chr
ENSG00000169660	ENST00000337014	1758	HEXDC	17
ENSG00000169676	ENST00000304374	1434	DRD5	4
ENSG00000169679	ENST00000302759	3258	BUB1	2
ENSG00000169682	ENST00000565975	1722	SPNS1	16
ENSG00000169683	ENST00000306688	2013	LRRC45	17
ENSG00000169684	ENST00000299565	1407	CHRNA5	15
ENSG00000169688	ENST00000562399	213	MT1B	16
ENSG00000169689	ENST00000584347	396	STRA13	17
ENSG00000169692	ENST00000371696	837	AGPAT2	9
ENSG00000169696	ENST00000306729	1944	ASPSCR1	17
ENSG00000169704	ENST00000307395	534	GP9	3
ENSG00000169710	ENST00000306749	7536	FASN	17
ENSG00000169714	ENST00000441626	540	CNBP	3
ENSG00000169715	ENST00000330439	384	MT1E	16
ENSG00000169717	ENST00000378404	1134	ACTRT2	1
ENSG00000169718	ENST00000306796	1422	DUS1L	17
ENSG00000169727	ENST00000355130	1584	GPS1	17
ENSG00000169733	ENST00000310496	996	RFNG	17
ENSG00000169738	ENST00000306869	735	DCXR	17
ENSG00000169740	ENST00000374433	822	ZNF32	10
ENSG00000169744	ENST00000304523	1122	LDB2	4
ENSG00000169750	ENST00000306897	579	RAC3	17
ENSG00000169752	ENST00000394907	348	NRG4	15
ENSG00000169756	ENST00000542845	1164	LIMS1	2
ENSG00000169758	ENST00000388942	1596	C15orf27	15
ENSG00000169760	ENST00000401917	2592	NLGN1	3
ENSG00000169762	ENST00000405303	1704	TAPT1	4
ENSG00000169763	ENST00000343584	444	PRYP3	Y
ENSG00000169764	ENST00000445915	1554	UGP2	2
ENSG00000169777	ENST00000382492	900	TAS2R1	5
ENSG00000169783	ENST00000355300	1863	LINGO1	15
ENSG00000169789	ENST00000303728	444	PRY	Y
ENSG00000169800	ENST00000303766	1491	RBMY1F	Y
ENSG00000169807	ENST00000303804	444	PRY2	Y
ENSG00000169813	ENST00000337970	1248	HNRNPF	10
ENSG00000169814	ENST00000437172	1638	BTD	3
ENSG00000169826	ENST00000374466	1629	CSGALNACT2	10
ENSG00000169836	ENST00000304883	1398	TACR3	4
ENSG00000169840	ENST00000302945	795	GSX1	13
ENSG00000169851	ENST00000543491	3768	PCDH7	4
ENSG00000169855	ENST00000464233	4956	ROBO1	3
ENSG00000169856	ENST00000305901	1398	ONECUT1	15
ENSG00000169857	ENST00000306730	1089	AVEN	15
ENSG00000169860	ENST00000305097	1122	P2RY1	3
ENSG00000169861	ENST00000559480	363	IGHV1OR21-1	21
ENSG00000169862	ENST00000304623	3678	CTNND2	5
ENSG00000169871	ENST00000306085	2268	TRIM56	7
ENSG00000169876	ENST00000306151	13482	MUC17	7
ENSG00000169877	ENST00000302312	309	AHSP	16
ENSG00000169884	ENST00000301061	1170	WNT10B	12
ENSG00000169885	ENST00000307786	546	CALML6	1
ENSG00000169891	ENST00000357277	1983	REPS2	X
ENSG00000169894	ENST00000319509	2631	MUC3A	7
ENSG00000169895	ENST00000380155	1059	SYAP1	X
ENSG00000169896	ENST00000544665	3462	ITGAM	16
ENSG00000169900	ENST00000302964	270	PYDC1	16
ENSG00000169902	ENST00000304842	1113	TPST1	7
ENSG00000169903	ENST00000305354	609	TM4SF4	3
ENSG00000169905	ENST00000367612	1413	TOR1AIP2	1
ENSG00000169906	ENST00000380200	240	S100G	X
ENSG00000169908	ENST00000305366	609	TM4SF1	3
ENSG00000169914	ENST00000375120	1197	OTUD3	1
ENSG00000169918	ENST00000382902	2802	OTUD7A	15
ENSG00000169919	ENST00000304895	1956	GUSB	7
ENSG00000169925	ENST00000303407	2181	BRD3	9
ENSG00000169926	ENST00000307145	867	KLF13	15
ENSG00000169933	ENST00000380682	3969	FRMPD4	X
ENSG00000169946	ENST00000407775	3456	ZFPM2	8
ENSG00000169951	ENST00000252797	1227	ZNF764	16
ENSG00000169953	ENST00000304790	1206	HSFY2	Y
ENSG00000169955	ENST00000535210	993	ZNF747	16
ENSG00000169957	ENST00000380412	1623	ZNF768	16
ENSG00000169962	ENST00000339381	2559	TAS1R3	1
ENSG00000169964	ENST00000302392	480	TMEM42	3
ENSG00000169967	ENST00000344908	1860	MAP3K2	2
ENSG00000169972	ENST00000379031	912	PUSL1	1
ENSG00000169976	ENST00000367569	261	SF3B5	6
ENSG00000169981	ENST00000396056	1584	ZNF35	3
ENSG00000169989	ENST00000304337	1539	TIGD4	4
ENSG00000169991	ENST00000455833	1554	IFFO2	1
ENSG00000169992	ENST00000302926	2508	NLGN2	17
ENSG00000169994	ENST00000389524	6354	MYO7B	2
ENSG00000170004	ENST00000380358	6180	CHD3	17
ENSG00000170006	ENST00000304385	552	TMEM154	4
ENSG00000170011	ENST00000302541	2580	MYRIP	3
ENSG00000170017	ENST00000306107	1752	ALCAM	3
ENSG00000170027	ENST00000307630	744	YWHAG	7
ENSG00000170035	ENST00000392415	624	UBE2E3	2
ENSG00000170037	ENST00000380262	2778	CNTROB	17
ENSG00000170043	ENST00000303731	438	TRAPPC1	17
ENSG00000170044	ENST00000306176	1296	ZPLD1	3
ENSG00000170049	ENST00000303790	1215	KCNAB3	17
ENSG00000170054	ENST00000337425	1308	SERPINA9	14
ENSG00000170074	ENST00000360669	933	FAM153A	5
ENSG00000170075	ENST00000367282	1446	GPR37L1	1
ENSG00000170085	ENST00000443967	2619	C5orf25	5
ENSG00000170088	ENST00000306480	816	TMEM192	4
ENSG00000170091	ENST00000303177	516	HMP19	5
ENSG00000170099	ENST00000341584	1218	SERPINA6	14
ENSG00000170100	ENST00000433976	2190	ZNF778	16
ENSG00000170113	ENST00000337435	990	NIPA1	15
ENSG00000170122	ENST00000382500	1320	FOXD4	9
ENSG00000170128	ENST00000304244	1086	GPR25	1
ENSG00000170142	ENST00000306627	582	UBE2E1	3
ENSG00000170144	ENST00000392524	1137	HNRNPA3	2
ENSG00000170145	ENST00000304987	2781	SIK2	11
ENSG00000170153	ENST00000515673	1317	RNF150	4
ENSG00000170160	ENST00000360524	4284	CCDC144A	17
ENSG00000170162	ENST00000326274	954	VGLL2	6
ENSG00000170166	ENST00000306324	768	HOXD4	2
ENSG00000170175	ENST00000306071	1506	CHRNB1	17
ENSG00000170178	ENST00000406506	813	HOXD12	2
ENSG00000170180	ENST00000360771	453	GYPA	4
ENSG00000170185	ENST00000307017	3129	USP38	4
ENSG00000170190	ENST00000329783	1518	SLC16A5	17
ENSG00000170191	ENST00000304788	747	NANP	20
ENSG00000170209	ENST00000303941	2298	ANKK1	11
ENSG00000170214	ENST00000306675	1563	ADRA1B	5
ENSG00000170215	ENST00000377484	204	FAM27B	9
ENSG00000170222	ENST00000379774	1029	ADPRM	17
ENSG00000170231	ENST00000393982	534	FABP6	5
ENSG00000170234	ENST00000307063	2268	PWWP2A	5
ENSG00000170236	ENST00000532404	1005	USP50	15
ENSG00000170242	ENST00000399455	4128	USP47	11
ENSG00000170248	ENST00000457054	2622	PDCD6IP	3
ENSG00000170255	ENST00000302797	969	MRGPRX1	11
ENSG00000170260	ENST00000335870	1488	ZNF212	7
ENSG00000170262	ENST00000303645	519	MRAP	21
ENSG00000170264	ENST00000404929	2151	FAM161A	2
ENSG00000170265	ENST00000262085	2016	ZNF282	7
ENSG00000170266	ENST00000445488	2178	GLB1	3
ENSG00000170270	ENST00000306954	303	C14orf142	14
ENSG00000170271	ENST00000326080	1002	C5orf4	5
ENSG00000170275	ENST00000320954	1206	CRTAP	3
ENSG00000170276	ENST00000304298	549	HSPB2	11
ENSG00000170279	ENST00000307003	534	C7orf33	7
ENSG00000170289	ENST00000320005	2430	CNGB3	8
ENSG00000170290	ENST00000305991	96	SLN	11
ENSG00000170291	ENST00000354429	951	ELP5	17
ENSG00000170293	ENST00000307526	522	CMTM8	3
ENSG00000170296	ENST00000302386	354	GABARAP	17
ENSG00000170298	ENST00000423676	1071	LGALS9B	17
ENSG00000170310	ENST00000306357	711	STX8	17
ENSG00000170312	ENST00000395284	894	CDK1	10
ENSG00000170315	ENST00000302182	690	UBB	17
ENSG00000170322	ENST00000524794	3975	NFRKB	11
ENSG00000170323	ENST00000256104	399	FABP4	8
ENSG00000170324	ENST00000374201	3930	FRMPD2	10
ENSG00000170325	ENST00000358825	3483	PRDM10	11
ENSG00000170340	ENST00000301998	1194	B3GNT2	2
ENSG00000170345	ENST00000303562	1143	FOS	14
ENSG00000170348	ENST00000303575	660	TMED10	14
ENSG00000170364	ENST00000358065	2055	SETMAR	3
ENSG00000170365	ENST00000302085	1398	SMAD1	4
ENSG00000170367	ENST00000304710	429	CST5	20
ENSG00000170369	ENST00000304725	426	CST2	20
ENSG00000170370	ENST00000369201	759	EMX2	10
ENSG00000170373	ENST00000304749	426	CST1	20
ENSG00000170374	ENST00000303846	1296	SP7	12
ENSG00000170379	ENST00000441159	2760	FAM115C	7
ENSG00000170381	ENST00000307792	2328	SEMA3E	7
ENSG00000170382	ENST00000367175	2142	LRRN2	1
ENSG00000170385	ENST00000367001	1524	SLC30A1	1
ENSG00000170390	ENST00000302176	2352	DCLK2	4
ENSG00000170396	ENST00000302277	3630	ZNF804A	2
ENSG00000170412	ENST00000392627	1461	GPRC5C	17
ENSG00000170417	ENST00000412401	690	TMEM182	2
ENSG00000170419	ENST00000404951	930	VSTM2A	7
ENSG00000170421	ENST00000552150	1536	KRT8	12
ENSG00000170423	ENST00000304620	1563	KRT78	12
ENSG00000170425	ENST00000304222	999	ADORA2B	17
ENSG00000170426	ENST00000293502	942	SDR9C7	12
ENSG00000170430	ENST00000306010	717	MGMT	10
ENSG00000170439	ENST00000394252	735	METTL7B	12
ENSG00000170442	ENST00000293525	1461	AC021066.1	12
ENSG00000170445	ENST00000504156	1530	HARS	5
ENSG00000170448	ENST00000381538	2736	NFXL1	4
ENSG00000170454	ENST00000252245	1656	KRT75	12
ENSG00000170456	ENST00000306833	3930	DENND5B	12
ENSG00000170458	ENST00000302014	1128	CD14	5
ENSG00000170464	ENST00000302060	1077	DNAJC18	5
ENSG00000170465	ENST00000252250	1695	KRT6C	12
ENSG00000170469	ENST00000302091	881	SPATA24	5
ENSG00000170471	ENST00000262879	4485	RALGAPB	20
ENSG00000170473	ENST00000408946	615	WIBG	12
ENSG00000170476	ENST00000302125	570	RP11-1280I22.1	5
ENSG00000170477	ENST00000293774	1785	KRT4	12
ENSG00000170482	ENST00000353963	1809	SLC23A1	5
ENSG00000170484	ENST00000549343	1632	KRT74	12
ENSG00000170485	ENST00000542504	2670	NPAS2	2
ENSG00000170486	ENST00000293745	1536	KRT72	12
ENSG00000170498	ENST00000367194	417	KISS1	1
ENSG00000170500	ENST00000393437	2265	LONRF2	2
ENSG00000170502	ENST00000302174	1053	NUDT9	4
ENSG00000170509	ENST00000328546	903	HSD17B13	4
ENSG00000170515	ENST00000303305	1185	PA2G4	12
ENSG00000170516	ENST00000302930	246	COX7B2	4
ENSG00000170522	ENST00000302274	798	ELOVL6	4
ENSG00000170523	ENST00000293670	1482	KRT83	12
ENSG00000170525	ENST00000540253	1605	PFKFB3	10
ENSG00000170537	ENST00000569532	2277	TMC7	16
ENSG00000170540	ENST00000304414	612	ARL6IP1	16
ENSG00000170542	ENST00000380698	1131	SERPINB9	6
ENSG00000170545	ENST00000380103	294	SMAGP	12
ENSG00000170549	ENST00000302006	1443	IRX1	5
ENSG00000170558	ENST00000269141	2721	CDH2	18
ENSG00000170561	ENST00000302057	1416	IRX2	5
ENSG00000170571	ENST00000303221	984	EMB	5
ENSG00000170577	ENST00000303077	876	SIX2	2
ENSG00000170579	ENST00000315677	2934	DLGAP1	18
ENSG00000170581	ENST00000314128	2556	STAT2	12
ENSG00000170584	ENST00000302764	474	NUDCD2	5
ENSG00000170604	ENST00000302165	1755	IRF2BP1	19
ENSG00000170605	ENST00000305377	1008	OR9K2	12
ENSG00000170606	ENST00000304858	2523	HSPA4	5
ENSG00000170608	ENST00000302177	1053	FOXA3	19
ENSG00000170613	ENST00000302938	1818	FAM71B	5
ENSG00000170615	ENST00000393727	2241	SLC26A5	7
ENSG00000170616	ENST00000332135	1047	SCRT1	8
ENSG00000170619	ENST00000305103	675	COMMD5	8
ENSG00000170624	ENST00000337851	873	SGCD	5
ENSG00000170627	ENST00000546931	531	GTSF1	12
ENSG00000170631	ENST00000276816	2049	ZNF16	8
ENSG00000170632	ENST00000323716	1032	ARMC10	7
ENSG00000170633	ENST00000392464	1524	RNF34	12
ENSG00000170634	ENST00000394666	300	ACYP2	2
ENSG00000170638	ENST00000395829	1140	TRABD	22
ENSG00000170647	ENST00000303130	390	TMEM133	11
ENSG00000170653	ENST00000328463	1485	ATF7	12
ENSG00000170667	ENST00000465829	2412	RASA4B	7
ENSG00000170677	ENST00000397942	1608	SOCS6	18
ENSG00000170681	ENST00000307584	1095	MURC	9
ENSG00000170683	ENST00000360759	945	OR10A3	11
ENSG00000170684	ENST00000303809	1428	ZNF296	19
ENSG00000170689	ENST00000311177	753	HOXB9	17
ENSG00000170703	ENST00000393382	2676	TTLL6	17
ENSG00000170727	ENST00000307404	2241	BOP1	8
ENSG00000170734	ENST00000372236	2142	POLH	6
ENSG00000170743	ENST00000318881	1476	SYT9	11
ENSG00000170745	ENST00000304101	1476	KCNS3	2
ENSG00000170748	ENST00000306904	1179	RBMXL2	11
ENSG00000170759	ENST00000302418	2892	KIF5B	10
ENSG00000170775	ENST00000303921	1842	GPR37	7
ENSG00000170776	ENST00000361243	8454	AKAP13	15
ENSG00000170777	ENST00000344545	423	TPD52L3	9
ENSG00000170779	ENST00000336219	726	CDCA4	14
ENSG00000170782	ENST00000379829	948	OR10A4	11
ENSG00000170786	ENST00000522671	957	SDR16C5	8
ENSG00000170788	ENST00000421924	555	DYDC1	10
ENSG00000170790	ENST00000307322	912	OR10A2	11
ENSG00000170791	ENST00000303759	333	CHCHD7	8
ENSG00000170801	ENST00000307358	1362	HTRA3	4
ENSG00000170802	ENST00000340553	1296	FOXN2	2
ENSG00000170803	ENST00000307401	951	OR2AG1	11
ENSG00000170807	ENST00000458573	1644	LMOD2	7
ENSG00000170819	ENST00000302334	1248	BFSP2	3
ENSG00000170820	ENST00000406846	2088	FSHR	2
ENSG00000170832	ENST00000300896	4815	USP32	17
ENSG00000170835	ENST00000372080	2271	CEL	9
ENSG00000170836	ENST00000305921	1818	PPM1D	17
ENSG00000170837	ENST00000304411	1128	GPR27	3
ENSG00000170848	ENST00000292125	1308	PSG6	19
ENSG00000170852	ENST00000304056	1872	KBTBD2	7
ENSG00000170854	ENST00000333396	1398	MINA	3
ENSG00000170855	ENST00000546954	231	TRIAP1	12
ENSG00000170860	ENST00000306024	309	LSM3	3
ENSG00000170866	ENST00000391745	1371	LILRA3	19
ENSG00000170871	ENST00000307659	4188	KIAA0232	4
ENSG00000170873	ENST00000325064	2280	MTSS1	8
ENSG00000170876	ENST00000306077	1203	TMEM43	3
ENSG00000170881	ENST00000303545	1995	RNF139	8
ENSG00000170889	ENST00000302907	585	RPS9	19
ENSG00000170890	ENST00000308366	447	PLA2G1B	12
ENSG00000170891	ENST00000307746	411	CYTL1	4
ENSG00000170892	ENST00000429671	939	TSEN34	19
ENSG00000170893	ENST00000302649	729	TRH	3
ENSG00000170899	ENST00000370959	669	GSTA4	6
ENSG00000170903	ENST00000301919	1038	MSANTD4	11
ENSG00000170906	ENST00000417328	255	NDUFA3	19
ENSG00000170909	ENST00000359649	861	OSCAR	19
ENSG00000170915	ENST00000360726	1065	PAQR8	6
ENSG00000170917	ENST00000304430	951	NUDT6	4
ENSG00000170920	ENST00000305444	939	OR7G3	19
ENSG00000170921	ENST00000389520	6003	TANC2	17
ENSG00000170923	ENST00000305456	1038	OR7G2	19
ENSG00000170925	ENST00000302917	939	TEX13B	X
ENSG00000170927	ENST00000371117	12225	PKHD1	6
ENSG00000170929	ENST00000429566	942	OR1M1	19
ENSG00000170935	ENST00000372379	462	NCBP2L	X
ENSG00000170941	ENST00000445495	366	AC135352.1	8
ENSG00000170946	ENST00000465995	450	DNAJC24	11
ENSG00000170948	ENST00000305625	585	MBD3L1	19
ENSG00000170949	ENST00000418871	2457	ZNF160	19
ENSG00000170950	ENST00000304801	1254	PGK2	6
ENSG00000170953	ENST00000306842	933	OR8B12	11
ENSG00000170954	ENST00000448501	1812	ZNF415	19
ENSG00000170955	ENST00000530979	882	PRKCDBP	11
ENSG00000170956	ENST00000357396	759	CEACAM3	19
ENSG00000170959	ENST00000444572	2455	DCDC5	11
ENSG00000170961	ENST00000303924	1659	HAS2	8
ENSG00000170962	ENST00000393158	1113	PDGFD	11
ENSG00000170965	ENST00000359237	639	PLAC1	X
ENSG00000170967	ENST00000302259	1191	DDI1	11
ENSG00000170989	ENST00000305352	1149	S1PR1	1
ENSG00000171004	ENST00000521489	1938	HS6ST2	X
ENSG00000171014	ENST00000307033	957	OR4D5	11
ENSG00000171016	ENST00000302000	1260	PYGO1	15
ENSG00000171017	ENST00000306708	2391	LRRC8E	19
ENSG00000171033	ENST00000352966	231	PKIA	8
ENSG00000171044	ENST00000416569	1926	XKR6	8
ENSG00000171045	ENST00000307180	1542	TSNARE1	8
ENSG00000171049	ENST00000340023	1056	FPR2	19
ENSG00000171051	ENST00000304748	1053	FPR1	19
ENSG00000171053	ENST00000305738	381	PATE1	11
ENSG00000171054	ENST00000338616	927	OR13H1	X
ENSG00000171055	ENST00000379245	1143	FEZ2	2
ENSG00000171056	ENST00000553390	1323	SOX7	8
ENSG00000171060	ENST00000304519	885	C8orf74	8
ENSG00000171067	ENST00000304271	1350	C11orf24	11
ENSG00000171094	ENST00000389048	4863	ALK	2
ENSG00000171097	ENST00000436267	1551	CCBL1	9
ENSG00000171100	ENST00000370396	1812	MTM1	X
ENSG00000171101	ENST00000305812	861	AC063977.1	19
ENSG00000171102	ENST00000372034	513	OBP2B	9
ENSG00000171103	ENST00000306108	1434	TRMT61B	2
ENSG00000171105	ENST00000302850	4149	INSR	19
ENSG00000171109	ENST00000263969	2226	MFN1	3
ENSG00000171115	ENST00000307271	1998	GIMAP8	7
ENSG00000171116	ENST00000370416	1272	HSFX1	X
ENSG00000171119	ENST00000303212	594	NRTN	19
ENSG00000171121	ENST00000314235	840	KCNMB3	3
ENSG00000171124	ENST00000303225	1086	FUT3	19
ENSG00000171126	ENST00000306078	1311	KCNG3	2
ENSG00000171129	ENST00000524178	1272	HSFX2	X
ENSG00000171130	ENST00000421974	642	ATP6V0E2	7
ENSG00000171132	ENST00000306156	2214	PRKCE	2
ENSG00000171133	ENST00000374428	1038	OR2K2	9
ENSG00000171135	ENST00000307768	552	JAGN1	3
ENSG00000171136	ENST00000431365	429	RLN3	19
ENSG00000171148	ENST00000301964	1299	TADA3	3
ENSG00000171150	ENST00000306503	1611	SOCS5	2
ENSG00000171155	ENST00000304661	957	C1GALT1C1	X
ENSG00000171159	ENST00000372994	252	C9orf16	9
ENSG00000171160	ENST00000335628	615	MORN4	10
ENSG00000171161	ENST00000306562	1359	ZNF672	1
ENSG00000171163	ENST00000451251	1575	ZNF692	1
ENSG00000171169	ENST00000373078	984	NAIF1	9
ENSG00000171174	ENST00000302188	969	RBKS	2
ENSG00000171180	ENST00000306687	936	OR2M4	1
ENSG00000171189	ENST00000327783	2850	GRIK1	21
ENSG00000171195	ENST00000304887	1134	MUC7	4
ENSG00000171199	ENST00000399575	747	PROL1	4
ENSG00000171201	ENST00000304915	240	SMR3B	4
ENSG00000171202	ENST00000304511	588	TMEM126A	11
ENSG00000171204	ENST00000358867	693	TMEM126B	11
ENSG00000171206	ENST00000302424	1656	TRIM8	10
ENSG00000171208	ENST00000562435	1578	NETO2	16
ENSG00000171209	ENST00000304954	549	CSN3	4
ENSG00000171217	ENST00000367165	660	CLDN20	6
ENSG00000171219	ENST00000342711	4656	CDC42BPG	11
ENSG00000171222	ENST00000305978	540	SCAND1	20
ENSG00000171223	ENST00000302754	1044	JUNB	19
ENSG00000171224	ENST00000373279	366	C10orf35	10
ENSG00000171227	ENST00000409826	609	TMEM37	2
ENSG00000171234	ENST00000305231	1590	UGT2B7	4
ENSG00000171236	ENST00000306390	1044	LRG1	19
ENSG00000171241	ENST00000303383	2019	SHCBP1	16
ENSG00000171243	ENST00000396652	693	SOSTDC1	7
ENSG00000171246	ENST00000306773	1299	NPTX1	17
ENSG00000171262	ENST00000397609	1302	FAM98B	15
ENSG00000171282	ENST00000307745	7827	BAHCC1	17
ENSG00000171291	ENST00000304030	1500	ZNF439	19
ENSG00000171295	ENST00000304060	1788	ZNF440	19
ENSG00000171298	ENST00000302262	2859	GAA	17
ENSG00000171302	ENST00000302345	1206	CANT1	17
ENSG00000171303	ENST00000302909	1185	KCNK3	2
ENSG00000171307	ENST00000370854	1134	ZDHHC16	10
ENSG00000171310	ENST00000303694	1059	CHST11	12
ENSG00000171311	ENST00000370902	588	EXOSC1	10
ENSG00000171314	ENST00000334828	765	PGAM1	10
ENSG00000171316	ENST00000307121	8994	CHD7	8
ENSG00000171320	ENST00000305188	1806	ESCO2	8
ENSG00000171345	ENST00000361566	1203	KRT19	17
ENSG00000171346	ENST00000254043	1371	KRT15	17
ENSG00000171357	ENST00000371980	720	LURAP1	1
ENSG00000171360	ENST00000246646	1371	KRT38	17
ENSG00000171365	ENST00000376088	2451	CLCN5	X
ENSG00000171368	ENST00000360578	660	TPPP	5
ENSG00000171385	ENST00000315987	1968	KCND3	1
ENSG00000171388	ENST00000427399	369	APLN	X
ENSG00000171396	ENST00000390661	501	KRTAP4-4	17
ENSG00000171401	ENST00000246635	1377	KRT13	17
ENSG00000171402	ENST00000346279	336	XAGE3	X
ENSG00000171403	ENST00000246662	1872	KRT9	17
ENSG00000171405	ENST00000351072	327	XAGE5	X
ENSG00000171408	ENST00000308191	1353	PDE7B	6
ENSG00000171421	ENST00000382647	312	MRPL36	5
ENSG00000171425	ENST00000270451	594	ZNF581	19
ENSG00000171428	ENST00000545197	1059	NAT1	8
ENSG00000171431	ENST00000167588	1275	KRT20	17
ENSG00000171433	ENST00000303227	483	GLOD5	X
ENSG00000171435	ENST00000339824	2853	KSR2	12
ENSG00000171443	ENST00000301073	795	ZNF524	19
ENSG00000171444	ENST00000408903	3060	MCC	5
ENSG00000171446	ENST00000301656	1380	KRT27	17
ENSG00000171448	ENST00000373654	1326	ZBTB26	9
ENSG00000171450	ENST00000302625	1104	CDK5R2	2
ENSG00000171451	ENST00000310045	3669	DSEL	18
ENSG00000171453	ENST00000372389	1041	POLR1C	6
ENSG00000171456	ENST00000375687	4626	ASXL1	20
ENSG00000171459	ENST00000373684	1044	OR1L6	9
ENSG00000171462	ENST00000357338	1152	DLK2	6
ENSG00000171466	ENST00000448622	1281	ZNF562	19
ENSG00000171467	ENST00000361428	6840	ZNF318	6
ENSG00000171469	ENST00000302851	1461	ZNF561	19
ENSG00000171471	ENST00000306985	378	MAP1LC3B2	12
ENSG00000171475	ENST00000323571	1323	WIPF2	17
ENSG00000171476	ENST00000554144	339	HOPX	4
ENSG00000171478	ENST00000304270	480	SPACA5B	X
ENSG00000171481	ENST00000304820	975	OR1L3	9
ENSG00000171483	ENST00000376932	567	SSX6	X
ENSG00000171484	ENST00000304833	957	OR1B1	9
ENSG00000171487	ENST00000390649	3603	NLRP5	19
ENSG00000171488	ENST00000370454	2412	LRRC8C	1
ENSG00000171489	ENST00000304355	480	SPACA5	X
ENSG00000171490	ENST00000571133	1473	RSL1D1	16
ENSG00000171492	ENST00000337338	2577	LRRC8D	1
ENSG00000171495	ENST00000399564	4758	HEATR7B2	5
ENSG00000171496	ENST00000304865	930	OR1L8	9
ENSG00000171497	ENST00000307720	1113	PPID	4
ENSG00000171501	ENST00000373688	993	OR1N2	9
ENSG00000171502	ENST00000370571	5145	COL24A1	1
ENSG00000171503	ENST00000511912	1854	ETFDH	4
ENSG00000171505	ENST00000304880	936	OR1N1	9
ENSG00000171509	ENST00000307765	2274	RXFP1	4
ENSG00000171517	ENST00000370611	1062	LPAR3	1
ENSG00000171522	ENST00000302472	1467	PTGER4	5
ENSG00000171530	ENST00000306388	390	TBCA	5
ENSG00000171532	ENST00000302584	1149	NEUROD2	17
ENSG00000171533	ENST00000304771	2442	MAP6	11
ENSG00000171540	ENST00000306422	978	OTP	5
ENSG00000171551	ENST00000304546	2328	ECEL1	2
ENSG00000171552	ENST00000307677	702	BCL2L1	20
ENSG00000171557	ENST00000407946	1386	FGG	4
ENSG00000171560	ENST00000302053	2601	FGA	4
ENSG00000171561	ENST00000305159	963	OR2AT4	11
ENSG00000171564	ENST00000302068	1476	FGB	4
ENSG00000171566	ENST00000393905	1545	PLRG1	4
ENSG00000171570	ENST00000303961	1224	EGLN2	19
ENSG00000171574	ENST00000306910	1266	ZNF584	19
ENSG00000171587	ENST00000400454	6039	DSCAM	21
ENSG00000171595	ENST00000579490	1989	DNAI2	17
ENSG00000171596	ENST00000305141	1281	NMUR1	2
ENSG00000171603	ENST00000377298	2946	CLSTN1	1
ENSG00000171604	ENST00000302517	969	CXXC5	5
ENSG00000171606	ENST00000326804	1959	ZNF274	19
ENSG00000171608	ENST00000361110	3207	PIK3CD	1
ENSG00000171611	ENST00000304672	846	PTCRA	6
ENSG00000171612	ENST00000302692	966	SLC25A33	1
ENSG00000171617	ENST00000302351	1770	ENC1	5
ENSG00000171621	ENST00000328089	822	SPSB1	1
ENSG00000171631	ENST00000349767	987	P2RY6	11
ENSG00000171634	ENST00000321892	9141	BPTF	17
ENSG00000171643	ENST00000317593	300	S100Z	5
ENSG00000171649	ENST00000307468	1464	ZIK1	19
ENSG00000171657	ENST00000302548	1011	GPR82	X
ENSG00000171659	ENST00000378138	1146	GPR34	X
ENSG00000171680	ENST00000537245	3258	PLEKHG5	1
ENSG00000171681	ENST00000544627	3837	ATF7IP	12
ENSG00000171695	ENST00000308906	723	C20orf201	20
ENSG00000171700	ENST00000332298	654	RGS19	20
ENSG00000171703	ENST00000343484	900	TCEA2	20
ENSG00000171711	ENST00000302247	195	DEFB4A	8
ENSG00000171714	ENST00000324559	2742	ANO5	11
ENSG00000171720	ENST00000305264	1287	HDAC3	5
ENSG00000171722	ENST00000367935	786	C1orf111	1
ENSG00000171723	ENST00000543237	2349	GPHN	14
ENSG00000171724	ENST00000302536	1260	VAT1L	16
ENSG00000171729	ENST00000303840	762	TMEM51	1
ENSG00000171735	ENST00000303635	5022	CAMTA1	1
ENSG00000171747	ENST00000307751	972	LGALS4	19
ENSG00000171757	ENST00000446859	1395	LRRC34	3
